chain,plu,product_name,status,rank,recipe_id,recipe_title,score,missing_components,extra_components,missing_recipe_ingredients,mixed_ingredient_groups,review_reasons,source_url
pyaterochka,4410980,Блинчики с ветчиной и сыром Пятёрочка Кафе 160г,matched,3,foodru_102304,Завтрак из омлетного блина с ветчиной и сыром,0.8898,,omelette,,,extra_recipe_components,https://food.ru/recipes/102304-zavtrak-iz-omletnogo-blina-s-vetchinoi-i-syrom-1643448028
pyaterochka,4410981,Блинчики с мясом Пятёрочка Кафе 160г,matched,1,foodru_15241,Блины с мясом,1.0,,,,,,https://food.ru/recipes/15241-bliny-s-mjasom
pyaterochka,4410981,Блинчики с мясом Пятёрочка Кафе 160г,matched,2,foodru_139,Блинчики с мясом,1.0,,,,,,https://food.ru/recipes/139-blinchiki-s-mjasom
pyaterochka,4410981,Блинчики с мясом Пятёрочка Кафе 160г,matched,3,foodru_134226,Сытные блины с мясной начинкой,1.0,,,,,,https://food.ru/recipes/134226-sytnye-bliny-s-mjasnoi-nachinkoi
pyaterochka,4410982,Блинчики с яблоком и корицей Пятёрочка Кафе 160г,matched,1,foodru_226493,Блины с яблоками и корицей,1.0,,,,,,https://food.ru/recipes/226493-blinchiki-s-jablokami-i-koricei
pyaterochka,4410982,Блинчики с яблоком и корицей Пятёрочка Кафе 160г,matched,2,foodru_59726,Запеченные яблоки с медом и корицей,0.7217,pancake,medom,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components",https://food.ru/recipes/59726-zapechennye-jabloki-s-medom-i-koricei
pyaterochka,4410982,Блинчики с яблоком и корицей Пятёрочка Кафе 160г,matched,3,foodru_52744,Домашняя яблочная пастила с медом и корицей,0.6827,pancake,"medom, pastil",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/52744-domashnjaja-jablochnaja-pastila-s-medom-i-koricei
pyaterochka,4413666,Наггетсы Стародворье Хрустящие из мяса цыплят-бройлеров 230г,review,1,foodru_2588,Куриные наггетсы,0.6049,"broiler, masa",,,,"missing_named_components, low_name_score",https://food.ru/recipes/2588-kurinye-naggetsy
pyaterochka,4413666,Наггетсы Стародворье Хрустящие из мяса цыплят-бройлеров 230г,review,2,foodru_105400,Хрустящие стрипсы из курочки,0.6049,"broiler, masa",,,,"missing_named_components, low_name_score",https://food.ru/recipes/105400-khrustiashchie-stripsy-iz-kurochki-1643873189
pyaterochka,4413666,Наггетсы Стародворье Хрустящие из мяса цыплят-бройлеров 230г,review,3,foodru_43966,Куриные наггетсы с сыром,0.5451,"broiler, masa",cheese,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/43966-kurinye-naggetsy-s-syrom
pyaterochka,4416812,Салат с копченой курицей и морковью по-корейски Пятёрочка Кафе 200г,matched,1,foodru_90609,Салат из копченой курицы с морковью по-корейски,1.0,,,,,,https://food.ru/recipes/90609-salat-iz-kopchenoi-kuricy-s-morkoviu-po-koreiski
pyaterochka,4416812,Салат с копченой курицей и морковью по-корейски Пятёрочка Кафе 200г,matched,2,foodru_73245,Салат с корейской морковью,0.6936,kopche,,,,"missing_named_components, low_name_score",https://food.ru/recipes/73245-salat-s-koreiskoi-morkoviu
pyaterochka,4416812,Салат с копченой курицей и морковью по-корейски Пятёрочка Кафе 200г,matched,3,foodru_89008,Салат из спаржи с морковью по-корейски,0.6252,"chicken, kopche",asparagus,chicken,,"missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/89008-salat-iz-sparzhi-s-morkoviu-po-koreiski
pyaterochka,4417805,Котлеты куриные Пятёрочка Кафе 220г,matched,1,foodru_1352,Куриные котлеты,1.0,,,,,,https://food.ru/recipes/1352-kurinye-kotlety
pyaterochka,4417805,Котлеты куриные Пятёрочка Кафе 220г,matched,2,foodru_259,Сочные куриные котлетки,1.0,,,,,,https://food.ru/recipes/259-sochnye-kurinye-kotletki
pyaterochka,4417805,Котлеты куриные Пятёрочка Кафе 220г,matched,3,foodru_124528,Куриные котлетки с шампиньонами,0.9207,,mushroom,,,extra_recipe_components,https://food.ru/recipes/124528-kurinye-kotletki-s-shampinonami-1646107318
pyaterochka,4419105,Аджика Global Village По-домашнему 200г,matched,1,foodru_178091,Аджика по-домашнему,1.0,,,,,,https://food.ru/recipes/178091-adzhika-po-domashnemu-1689854577
pyaterochka,4420773,"Сэндвич с бужениной Пятёрочка Кафе, 190г",matched,1,foodru_76435,Тост с бужениной,1.0,,,,,,https://food.ru/recipes/76435-tost-s-buzheninoi
pyaterochka,4420773,"Сэндвич с бужениной Пятёрочка Кафе, 190г",matched,2,foodru_4557,Сэндвич простой,0.5214,buzhenina,,buzhenina,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/4557-sendvich-prostoi
pyaterochka,4420773,"Сэндвич с бужениной Пятёрочка Кафе, 190г",matched,3,foodru_43376,Полосатые бутерброды,0.3816,buzhenina,polosat,buzhenina,,"missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/43376-polosatye-buterbrody
pyaterochka,4420774,Сэндвич с курицей и соусом песто Пятёрочка Кафе 160г,review,1,foodru_76384,Тост с соусом песто,0.8571,chicken,,chicken,Для соуса и подачи,"mixed_ingredient_group, missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/76384-tost-s-sousom-pesto
pyaterochka,4420774,Сэндвич с курицей и соусом песто Пятёрочка Кафе 160г,review,2,foodru_86263,Тост с соусом цезарь,0.4882,pesto,caesar,,Для соуса и подачи,"mixed_ingredient_group, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/86263-tost-s-sousom-cezar
pyaterochka,4420774,Сэндвич с курицей и соусом песто Пятёрочка Кафе 160г,review,3,foodru_238773,Хрустящий сэндвич с куриным филе и беконом,0.4752,pesto,bacon,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/238773-khrustiashchii-sendvich-s-kurinym-file-i-bekonom-1734848450
pyaterochka,4423901,Сырники классические Пятёрочка Кафе 220г,matched,1,foodru_411,Сырники классические,1.0,,,,,,https://food.ru/recipes/411-syrniki-klassicheskie
pyaterochka,4423901,Сырники классические Пятёрочка Кафе 220г,matched,2,foodru_71337,Жареные сырники,1.0,,,,,,https://food.ru/recipes/71337-zharenye-syrniki
pyaterochka,4423901,Сырники классические Пятёрочка Кафе 220г,matched,3,foodru_77935,Сырники без сахара,0.878,,,,,,https://food.ru/recipes/77935-syrniki-bez-sahara
pyaterochka,4424927,Суп Борщ украинский с курицей,review,1,foodru_3038,Украинский борщ,0.7054,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/3038-ukrainskii-borshch
pyaterochka,4424927,Суп Борщ украинский с курицей,review,2,foodru_141662,Украинский борщ,0.7054,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/141662-ukrainskii-borshch-1653425877
pyaterochka,4424927,Суп Борщ украинский с курицей,review,3,foodru_43389,Классический украинский борщ,0.7054,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/43389-klassicheskii-ukrainskii-borshch
pyaterochka,4426983,Паста с курицей и соусом песто Пятёрочка Кафе 220г,review,1,foodru_108719,Паста с соусом песто,0.8543,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/108719-pasta-s-sousom-pesto-1644344250
pyaterochka,4426983,Паста с курицей и соусом песто Пятёрочка Кафе 220г,review,2,foodru_57851,Спагетти с соусом песто,0.8543,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/57851-spagetti-s-sousom-pesto
pyaterochka,4426983,Паста с курицей и соусом песто Пятёрочка Кафе 220г,review,3,foodru_102218,Фузилли с соусом песто,0.8543,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/102218-fuzilli-s-sousom-pesto-1643400287
pyaterochka,4427823,Салат с кальмаром Пятёрочка Кафе 180г,matched,1,foodru_1422,Салат из кальмаров,1.0,,,,,,https://food.ru/recipes/1422-salat-iz-kalmarov
pyaterochka,4427823,Салат с кальмаром Пятёрочка Кафе 180г,matched,2,foodru_2141,Кальмар с креветками,0.6058,salad,shrimp,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/2141-kalmar-s-krevetkami
pyaterochka,4427823,Салат с кальмаром Пятёрочка Кафе 180г,matched,3,foodru_20569,Жареные кольца кальмара,0.5739,salad,kolc,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/20569-zharenye-kolca-kalmara
pyaterochka,4427825,Салат Коул Слоу капустный Пятёрочка Кафе 180г,matched,1,foodru_244050,Капустный салат «Коул слоу»,1.0,,,,,,https://food.ru/recipes/244050-kapustnyi-salat-koul-slou-1739376579
pyaterochka,4427825,Салат Коул Слоу капустный Пятёрочка Кафе 180г,matched,2,foodru_133576,Классический салат коул слоу с пекинской капустой,0.9509,,pekinsk,,,extra_recipe_components,https://food.ru/recipes/133576-klassicheskii-salat-koul-slou-s-pekinskoi-kapustoi
pyaterochka,4427825,Салат Коул Слоу капустный Пятёрочка Кафе 180г,matched,3,foodru_228239,Салат из корейской капусты,0.4157,"koul, slou",korean,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/228239-salat-iz-koreiskoi-kapusty-1726038381
pyaterochka,4428575,Самса Класспродукт с курицей замороженный п/ф 110г,review,1,foodru_35656,Самса с курицей и сыром,0.9441,,cheese,,,extra_recipe_components,https://food.ru/recipes/35656-samsa-s-kuricei-i-syrom
pyaterochka,4428575,Самса Класспродукт с курицей замороженный п/ф 110г,review,2,foodru_35653,Самса с курицей и картошкой,0.9367,,potato,,,extra_recipe_components,https://food.ru/recipes/35653-samsa-s-kuricei-i-kartoshkoi
pyaterochka,4428575,Самса Класспродукт с курицей замороженный п/ф 110г,review,3,foodru_54586,Самса с курицей в духовке,0.9142,,duhovk,,,extra_recipe_components,https://food.ru/recipes/54586-samsa-s-kuricei-v-duhovke
pyaterochka,4428840,Крыло гриль Пятёрочка Кафе,review,1,foodru_258534,Крыло индейки с молодой картошкой в рукаве,0.5246,gril,"molod, potato, rukav, turkey",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/258534-krylo-indeiki-s-molodoi-kartoshkoi-v-rukave-1753927062
pyaterochka,4428840,Крыло гриль Пятёрочка Кафе,review,2,foodru_35814,Овощи на гриле,0.4335,krylo,,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/35814-ovoshchi-na-grile
pyaterochka,4428840,Крыло гриль Пятёрочка Кафе,review,3,foodru_87127,Индейка на гриле,0.4254,krylo,turkey,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/87127-indeika-na-grile
pyaterochka,4429914,Бризоль куриная с рисом Пятёрочка Кафе 220г,review,1,foodru_188630,Бризоли куриные,0.7617,rice,,rice,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/188630-brizoli-kurinye
pyaterochka,4429914,Бризоль куриная с рисом Пятёрочка Кафе 220г,review,2,foodru_140355,Куриная бризоль,0.7617,rice,,rice,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/140355-kurinaia-brizol-1651168628
pyaterochka,4429914,Бризоль куриная с рисом Пятёрочка Кафе 220г,review,3,foodru_43007,Курица с рисом и овощами,0.5409,brizol,,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/43007-kurica-s-risom-i-ovoshchami
pyaterochka,4431581,"Слойка с курицей и сыром КлассПродукт замороженная п/ф, 110г",review,1,foodru_2016,Слойка с курицей,0.7951,cheese,,cheese,,"missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/2016-sloika-s-kuricei
pyaterochka,4431581,"Слойка с курицей и сыром КлассПродукт замороженная п/ф, 110г",review,2,foodru_2068,Слойки с курицей,0.7951,cheese,,cheese,,"missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/2068-sloiki-s-kuricei
pyaterochka,4431581,"Слойка с курицей и сыром КлассПродукт замороженная п/ф, 110г",review,3,foodru_98963,Сочные слойки с курицей,0.7951,cheese,,cheese,,"missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/98963-sochnye-sloiki-s-kuricei
pyaterochka,4431614,"Шаурма с индейкой в розовом лаваше, 200г",review,1,foodru_199528,Шаверма в лаваше,0.7837,"rozov, turkey",,turkey,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/199528-shaverma-v-lavashe-1700171152
pyaterochka,4431614,"Шаурма с индейкой в розовом лаваше, 200г",review,2,foodru_66061,Тост с индейкой,0.291,"lavash, rozov, shawarma",,,,"missing_named_components, low_name_score",https://food.ru/recipes/66061-tost-s-indeikoi
pyaterochka,4431614,"Шаурма с индейкой в розовом лаваше, 200г",review,3,foodru_76406,Тост с филе индейки,0.291,"lavash, rozov, shawarma",,,,"missing_named_components, low_name_score",https://food.ru/recipes/76406-tost-s-file-indeiki
pyaterochka,4431755,"Булочка Рустик пшеничная замороженная п/ф, 65г",review,1,foodru_223447,Фаршированные пшеничные булочки,0.8776,rustik,meat,,,"missing_named_components, extra_recipe_components",https://food.ru/recipes/223447-farshirovannye-pshenichnye-bulochki-1721624056
pyaterochka,4431755,"Булочка Рустик пшеничная замороженная п/ф, 65г",review,2,foodru_128996,Пшеничные булочки с филе индейки,0.8701,rustik,turkey,,,"missing_named_components, extra_recipe_components",https://food.ru/recipes/128996-pshenichnye-bulochki-s-file-indeiki-
pyaterochka,4431755,"Булочка Рустик пшеничная замороженная п/ф, 65г",review,3,foodru_92611,Пшеничные дрожжевые булочки,0.8448,rustik,drozhzhev,,,"missing_named_components, extra_recipe_components",https://food.ru/recipes/92611-pshenichnye-bulochki-1641987854
pyaterochka,4435105,Салат Капуста По-Корейски Пятёрочка Кафе 200г,matched,1,foodru_228239,Салат из корейской капусты,1.0,,,,,,https://food.ru/recipes/228239-salat-iz-koreiskoi-kapusty-1726038381
pyaterochka,4435105,Салат Капуста По-Корейски Пятёрочка Кафе 200г,matched,2,foodru_159841,Морковка и капуста по-корейски,0.7255,,carrot,,,extra_recipe_components,https://food.ru/recipes/159841-morkovka-i-kapusta-po-koreiski-1676457401
pyaterochka,4435105,Салат Капуста По-Корейски Пятёрочка Кафе 200г,matched,3,foodru_55717,Капуста с морковью по-корейски,0.7255,,carrot,,,extra_recipe_components,https://food.ru/recipes/55717-kapusta-s-morkoviu-po-koreiski
pyaterochka,4435156,"Макароны по-флотски Пятёрочка Кафе, 220г",matched,1,foodru_1432,Макароны по-флотски,1.0,,,,,,https://food.ru/recipes/1432-makarony-po-flotski
pyaterochka,4435156,"Макароны по-флотски Пятёрочка Кафе, 220г",matched,2,foodru_30160,Домашние фетучини,0.491,flotsk,,,,"missing_named_components, low_name_score",https://food.ru/recipes/30160-domashnie-fetuchini
pyaterochka,4435156,"Макароны по-флотски Пятёрочка Кафе, 220г",matched,3,foodru_30201,Макароны с сыром,0.3952,flotsk,cheese,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/30201-makarony-s-syrom
pyaterochka,4436289,Пицца Сибирская Коллекция Classic Пепперони замороженная 340г,review,1,foodru_1524,Пицца с пеперони,0.9375,classic,,,,missing_named_components,https://food.ru/recipes/1524-picca-s-peperoni
pyaterochka,4436289,Пицца Сибирская Коллекция Classic Пепперони замороженная 340г,review,2,foodru_229302,Мини-пицца «А-ля пепперони»,0.9375,classic,,,,missing_named_components,https://food.ru/recipes/229302-mini-pitstsa-a-lia-pepperoni-1726694900
pyaterochka,4436289,Пицца Сибирская Коллекция Classic Пепперони замороженная 340г,review,3,foodru_122380,Аппетитная пицца «Пеперони» с моцареллой,0.8899,classic,cheese,,,"missing_named_components, extra_recipe_components",https://food.ru/recipes/122380-appetitnaja-picca-pepperoni-s-mocarelloi
pyaterochka,4436497,Ролл Калифорния Пятёрочка Кафе 230г,matched,1,foodru_25691,Роллы «Калифорния»,1.0,,,,,,https://food.ru/recipes/25691-rolly-kalifornija
pyaterochka,4436497,Ролл Калифорния Пятёрочка Кафе 230г,matched,2,foodru_124124,Куриный ролл,0.4567,california,chicken,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/124124-kurinyi-roll-1646049547
pyaterochka,4436497,Ролл Калифорния Пятёрочка Кафе 230г,matched,3,foodru_4589,Роллы с креветками,0.4369,california,shrimp,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/4589-rolly-s-krevetkami
pyaterochka,4436580,"Сочень с творогом и черносмородиновой начинкой замороженный п/ф, 80г",review,1,foodru_77515,Сочень с творогом,0.9395,chernosmorodin,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/77515-sochen-s-tvorogom
pyaterochka,4436580,"Сочень с творогом и черносмородиновой начинкой замороженный п/ф, 80г",review,2,foodru_530,Блины с творогом,0.3634,"chernosmorodin, sochen",pancake,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/530-bliny-s-tvorogom
pyaterochka,4436580,"Сочень с творогом и черносмородиновой начинкой замороженный п/ф, 80г",review,3,foodru_49015,Блинчики с творогом,0.3634,"chernosmorodin, sochen",pancake,,Для жарки и подачи,"mixed_ingredient_group, dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/49015-blinchiki-s-tvorogom
pyaterochka,4439363,"Cуп-пюре Вкус&Польза из тыквы, 250г",review,1,foodru_2149,Тыквенное пюре,0.9282,cup,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/2149-tykvennoe-piure
pyaterochka,4439363,"Cуп-пюре Вкус&Польза из тыквы, 250г",review,2,foodru_2884,Суп-пюре с тыквой,0.8599,cup,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/2884-sup-piure-s-tykvoi
pyaterochka,4439363,"Cуп-пюре Вкус&Польза из тыквы, 250г",review,3,foodru_70875,Куриные котлеты с тыквенным пюре,0.8346,cup,"chicken, cutlet",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components",https://food.ru/recipes/70875-kurinye-kotlety-s-tykvennym-piure
pyaterochka,4439713,"Томаты Global Village солёные красные, 1кг",review,1,foodru_41249,Соленые помидоры,0.934,krasn,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/41249-solenye-pomidory
pyaterochka,4439713,"Томаты Global Village солёные красные, 1кг",review,2,foodru_147597,Огурцы соленые за 15 минут,0.5169,"krasn, tomato","cucumber, minut",tomato,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/147597-ogurtsy-solenye-1660586339
pyaterochka,4439713,"Томаты Global Village солёные красные, 1кг",review,3,foodru_248522,Соленые блинчики с крем-чизом,0.5046,"krasn, tomato","chiz, krem, pancake",tomato,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/248522-solenye-blinchiki-s-krem-chizom-1743495303
pyaterochka,4443043,"Панини с курицей гриль и огуречным соусом Релиш Пятёрочка Кафе, 195г",review,1,foodru_226495,Релиш из огурцов,0.5802,"chicken, gril, sandwich, sauce",,chicken,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/226495-relish-iz-ogurcov
pyaterochka,4443043,"Панини с курицей гриль и огуречным соусом Релиш Пятёрочка Кафе, 195г",review,2,foodru_127900,Куриные стейки на гриле,0.3437,"cucumber, relish, sandwich",steik,cucumber,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/127900-kurinye-steiki-na-grile-1646673319
pyaterochka,4443043,"Панини с курицей гриль и огуречным соусом Релиш Пятёрочка Кафе, 195г",review,3,foodru_4557,Сэндвич простой,0.3393,"chicken, cucumber, gril, relish, sauce",,"chicken, cucumber",,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/4557-sendvich-prostoi
pyaterochka,4443834,"Чебупицца со вкусом Том Ям замороженная Горячая штучка, 230г",review,1,foodru_2775,Том Ям с креветками,0.7062,"chebupicc, vkus",shrimp,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/2775-tom-jam-s-krevetkami
pyaterochka,4443834,"Чебупицца со вкусом Том Ям замороженная Горячая штучка, 230г",review,2,foodru_219511,Том Ям с креветками,0.7062,"chebupicc, vkus",shrimp,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/219511-tom-yam-s-krevetkami-1718891836
pyaterochka,4443834,"Чебупицца со вкусом Том Ям замороженная Горячая штучка, 230г",review,3,foodru_271604,Том Ям с морепродуктами,0.6924,"chebupicc, vkus",moreprodukt,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/271604-tom-jam-s-moreproduktamI
pyaterochka,4445984,"Салат Цезарь с курицей Пятёрочка Кафе, 160г",matched,1,foodru_60152,Классический салат «Цезарь» с курицей,1.0,,,,,,https://food.ru/recipes/60152-klassicheskii-salat-cezar-s-kuricei
pyaterochka,4445984,"Салат Цезарь с курицей Пятёрочка Кафе, 160г",matched,2,foodru_43911,Салат «Цезарь»,0.8092,,,,,,https://food.ru/recipes/43911-salat-cezar
pyaterochka,4445984,"Салат Цезарь с курицей Пятёрочка Кафе, 160г",matched,3,foodru_70931,Домашний салат «Цезарь»,0.8092,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/70931-domashnii-salat-cezar
pyaterochka,4447865,"Оладьи печёночные с картофельным пюре Пятёрочка Кафе, 250г",review,1,foodru_1695,Картофельные оладьи из пюре,0.7331,pechenochn,,,,missing_named_components,https://food.ru/recipes/1695-kartofelnye-oladi-iz-piure
pyaterochka,4447865,"Оладьи печёночные с картофельным пюре Пятёрочка Кафе, 250г",review,2,foodru_2973,Печеночные оладьи,0.6806,"mash, potato",,potato,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/2973-pechenochnye-oladi
pyaterochka,4447865,"Оладьи печёночные с картофельным пюре Пятёрочка Кафе, 250г",review,3,foodru_43818,Хашбраун (картофельные оладьи),0.5561,"mash, pechenochn",,,,"missing_named_components, low_name_score",https://food.ru/recipes/43818-hashbraun-kartofelnye-oladi
pyaterochka,4447872,"Котлета по-киевски с картофельным пюре Пятёрочка Кафе, 260г",review,1,foodru_274682,Картофельное пюре с печеным перцем к котлетам по-киевски,0.9083,,peche,,,"extra_recipe_components, side_dish_unconfirmed",https://food.ru/recipes/274682-kartofelnoe-piure-s-pechenym-percem-k-kotletam-po-kievski
pyaterochka,4447872,"Котлета по-киевски с картофельным пюре Пятёрочка Кафе, 260г",review,2,foodru_110445,Котлеты «Сочные» с картофельным пюре,0.7331,kievsk,,potato,,"missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/110445-kotlety-sochnye-s-kartofelnym-piure-1644669917
pyaterochka,4447872,"Котлета по-киевски с картофельным пюре Пятёрочка Кафе, 260г",review,3,foodru_109435,Котлетки из картофельного пюре,0.7331,kievsk,,,,"missing_named_components, side_dish_unconfirmed",https://food.ru/recipes/109435-kotletki-iz-kartofelnogo-piure
pyaterochka,4449199,"Сэндвич Карбонара Пятёрочка Кафе, 125г",review,1,foodru_4557,Сэндвич простой,0.5214,carbonara,,,,"missing_named_components, low_name_score",https://food.ru/recipes/4557-sendvich-prostoi
pyaterochka,4449199,"Сэндвич Карбонара Пятёрочка Кафе, 125г",review,2,foodru_76285,Тост с креветками,0.413,carbonara,shrimp,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/76285-tost-s-krevetkami
pyaterochka,4449199,"Сэндвич Карбонара Пятёрочка Кафе, 125г",review,3,foodru_1981,Клаб-сэндвич с ветчиной,0.4114,carbonara,ham,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/1981-klab-sendvich-s-vetchinoi
pyaterochka,4449822,"Сэндвич с тунцом Пятёрочка Кафе, 185г",matched,1,foodru_16182,Сэндвич с тунцом,1.0,,,,,,https://food.ru/recipes/16182-sendvich-s-tuncom
pyaterochka,4449822,"Сэндвич с тунцом Пятёрочка Кафе, 185г",matched,2,foodru_59216,Вкусный жареный тунец,0.6326,sandwich,,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/59216-vkusnyi-zharenyi-tunec
pyaterochka,4449822,"Сэндвич с тунцом Пятёрочка Кафе, 185г",matched,3,foodru_4557,Сэндвич простой,0.5874,tuna,,tuna,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/4557-sendvich-prostoi
pyaterochka,4449902,"Налистники Конвертики с сырным кремом и вишневой начинкой Mr.Food, 140г",review,1,foodru_191352,Блинный торт с творожным кремом и вишней,0.5936,konvertik,"cottage_cheese, tort",,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/191352-blinnyi-tort-s-tvorozhnym-kremom-i-vishnei-1696600671
pyaterochka,4449902,"Налистники Конвертики с сырным кремом и вишневой начинкой Mr.Food, 140г",review,2,foodru_143400,Блинчики с вишней,0.5155,"cheese, konvertik, krem",,cheese,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/143400-blinchiki-s-vishnei-1654616798
pyaterochka,4449902,"Налистники Конвертики с сырным кремом и вишневой начинкой Mr.Food, 140г",review,3,foodru_185999,Блинчики с вишней,0.5155,"cheese, konvertik, krem",,cheese,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/185999-blinchiki-s-vishnei-1694108021
pyaterochka,4451804,"Онигири с филе-кусочками тунца запечённого Пятёрочка Кафе, 100г",review,1,foodru_47885,Онигири с тунцом,0.543,"kusoch, zapechen",,,,"missing_named_components, low_name_score",https://food.ru/recipes/47885-onigiri-s-tuncom
pyaterochka,4451804,"Онигири с филе-кусочками тунца запечённого Пятёрочка Кафе, 100г",review,2,foodru_59216,Вкусный жареный тунец,0.3672,"kusoch, onigiri, zapechen",,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/59216-vkusnyi-zharenyi-tunec
pyaterochka,4451804,"Онигири с филе-кусочками тунца запечённого Пятёрочка Кафе, 100г",review,3,foodru_50168,Мясо по-французски с запеченным картофелем,0.3066,"kusoch, onigiri, tuna","francuzsk, potato",tuna,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/50168-mjaso-po-francuzski-s-zapechennym-kartofelem
pyaterochka,4452201,Ролл креветкой и творожным сыром Йуми 215г,review,1,foodru_230817,Роллы с творожным сыром и королевскими креветками,0.9309,,korolevskim,,,extra_recipe_components,https://food.ru/recipes/230817-rolly-s-tvorozhnym-syrom-i-korolevskimi-krevetkami-1727859464
